"Date","Price","Open","High","Low","Vol.","Change %"
"12/13/2020","60.14","61.08","61.55","59.63","19.41M","-0.46%"
"12/06/2020","60.42","61.29","62.14","60.19","15.83M","-1.79%"
"11/29/2020","61.52","60.26","62.21","59.46","23.03M","1.43%"
"11/22/2020","60.65","60.95","61.47","60.22","11.22M","-0.38%"
"11/15/2020","60.88","64.80","64.93","60.42","19.14M","-4.73%"
"11/08/2020","63.90","62.19","64.67","61.50","23.17M","6.57%"
"11/01/2020","59.96","58.02","61.38","57.78","16.61M","4.37%"
"10/25/2020","57.45","60.27","61.10","56.92","19.58M","-5.59%"
"10/18/2020","60.85","58.43","61.26","57.99","20.63M","4.28%"
"10/11/2020","58.35","58.69","59.19","57.38","16.59M","-0.66%"
"10/04/2020","58.74","56.32","59.20","56.27","20.16M","4.41%"
"09/27/2020","56.26","54.00","56.57","53.22","24.31M","4.55%"
"09/20/2020","53.81","52.72","53.85","52.01","17.86M","1.89%"
"09/13/2020","52.81","51.99","53.82","51.99","20.20M","2.03%"
"09/06/2020","51.76","52.43","53.81","51.22","21.50M","-1.01%"
"08/30/2020","52.29","52.11","53.94","51.52","18.93M","-0.25%"
"08/23/2020","52.42","52.39","53.06","51.46","15.22M","0.10%"
"08/16/2020","52.37","53.56","54.03","51.86","18.81M","-2.22%"
"08/09/2020","53.56","54.84","55.39","53.42","19.19M","-2.07%"
"08/02/2020","54.69","54.57","54.93","53.07","18.15M","0.15%"
"07/26/2020","54.61","54.77","55.64","53.77","19.42M","-0.44%"
"07/19/2020","54.85","54.34","56.30","53.96","17.30M","0.49%"
"07/12/2020","54.58","53.31","54.75","52.87","20.97M","2.54%"
"07/05/2020","53.23","52.99","53.49","51.42","17.92M","0.83%"
"06/28/2020","52.79","51.37","53.43","50.62","16.32M","3.67%"
"06/21/2020","50.92","53.95","55.44","50.40","30.86M","-5.02%"
"06/14/2020","53.61","55.30","58.03","53.61","28.40M","-4.56%"
"06/07/2020","56.17","58.30","60.47","55.40","27.51M","-3.90%"
"05/31/2020","58.45","57.10","60.02","56.52","18.96M","2.42%"
"05/24/2020","57.07","55.50","57.71","54.39","22.42M","4.56%"
"05/17/2020","54.58","53.96","55.32","53.56","21.44M","3.88%"
"05/10/2020","52.54","54.87","56.87","51.99","35.80M","-5.18%"
"05/03/2020","55.41","54.47","56.26","53.50","21.33M","1.84%"
"04/26/2020","54.41","58.19","59.88","54.09","26.22M","-5.75%"
"04/19/2020","57.73","56.76","58.19","54.40","23.11M","0.45%"
"04/12/2020","57.47","60.00","60.23","55.01","24.52M","-4.74%"
"04/05/2020","60.33","52.53","61.86","52.23","26.05M","20.01%"
"03/29/2020","50.27","56.72","58.37","49.26","35.62M","-10.25%"
"03/22/2020","56.01","45.68","58.26","41.96","45.32M","20.82%"
"03/15/2020","46.36","48.92","56.58","46.15","47.59M","-14.10%"
"03/08/2020","53.97","62.86","65.11","50.03","47.22M","-19.29%"
"03/01/2020","66.87","60.66","68.56","60.27","41.58M","10.79%"
"02/23/2020","60.36","68.74","69.47","59.07","40.02M","-12.51%"
"02/16/2020","68.99","69.17","70.37","67.53","20.50M","-0.04%"
"02/09/2020","69.02","68.54","69.67","68.09","20.09M","0.94%"
"02/02/2020","68.38","70.67","70.78","68.31","24.45M","-2.87%"
"01/26/2020","70.40","69.41","71.10","69.34","21.60M","1.38%"
"01/19/2020","69.44","67.34","69.52","67.26","16.45M","3.24%"
"01/12/2020","67.26","63.75","67.33","63.71","23.41M","5.66%"
