"Date","Price","Open","High","Low","Vol.","Change %"
"08/14/2022","44.42","45.03","46.05","43.91","86.56M","-1.62%"
"08/07/2022","45.15","44.95","45.26","44.35","82.06M","0.44%"
"07/31/2022","44.95","46.29","46.50","44.36","101.64M","-2.68%"
"07/24/2022","46.19","44.38","46.49","44.05","114.50M","3.91%"
"07/17/2022","44.45","51.06","51.17","43.76","151.01M","-12.88%"
"07/10/2022","51.02","50.37","51.36","49.73","69.45M","1.05%"
"07/03/2022","50.49","51.42","51.88","50.36","62.20M","-2.23%"
"06/26/2022","51.64","51.29","51.77","50.32","80.56M","1.33%"
"06/19/2022","50.96","49.31","52.18","49.22","108.14M","3.94%"
"06/12/2022","49.03","50.62","50.79","48.01","124.55M","-3.52%"
"06/05/2022","50.82","50.93","51.96","50.47","73.48M","0.02%"
"05/29/2022","50.81","51.26","51.63","50.39","64.72M","-1.15%"
"05/22/2022","51.40","49.79","51.60","48.86","90.86M","3.78%"
"05/15/2022","49.53","47.98","49.60","47.76","114.53M","2.80%"
"05/08/2022","48.18","48.13","49.44","47.41","110.24M","-0.19%"
"05/01/2022","48.27","46.51","48.44","45.55","136.12M","4.25%"
"04/24/2022","46.30","51.34","51.44","46.17","180.14M","-10.81%"
"04/17/2022","51.91","53.76","55.51","51.46","124.63M","-3.57%"
"04/10/2022","53.83","53.87","54.70","53.42","91.46M","0.56%"
"04/03/2022","53.53","52.02","53.68","51.63","125.26M","2.71%"
"03/27/2022","52.12","51.36","52.19","50.81","135.28M","1.64%"
"03/20/2022","51.28","51.37","51.81","50.93","134.42M","0.94%"
"03/13/2022","50.80","53.43","53.67","50.80","165.42M","-4.22%"
"03/06/2022","53.04","54.75","55.34","52.78","122.88M","-3.76%"
"02/27/2022","55.11","53.80","55.39","53.26","130.50M","1.83%"
"02/20/2022","54.12","54.00","54.54","51.71","99.22M","0.54%"
"02/13/2022","53.83","53.25","53.96","52.50","83.95M","0.96%"
"02/06/2022","53.32","53.23","53.66","52.51","83.28M","0.02%"
"01/30/2022","53.31","52.52","54.57","52.21","119.81M","0.78%"
"01/23/2022","52.90","53.11","53.85","50.81","170.95M","-0.49%"
"01/16/2022","53.16","53.10","53.94","52.58","89.54M","-0.23%"
"01/09/2022","53.28","54.49","54.83","53.08","93.18M","-1.77%"
"01/02/2022","54.24","52.07","54.64","51.98","121.39M","4.39%"
