"Date","Price","Open","High","Low","Vol.","Change %"
"12/15/2019","87.32","85.48","88.33","84.40","56.73M","2.68%"
"12/08/2019","85.04","84.77","85.78","84.10","36.28M","0.38%"
"12/01/2019","84.72","83.47","85.09","82.48","36.71M","1.92%"
"11/24/2019","83.13","82.04","83.79","81.37","37.39M","2.02%"
"11/17/2019","81.48","80.73","82.34","79.95","41.56M","0.65%"
"11/10/2019","80.95","79.30","81.62","79.10","34.82M","1.57%"
"11/03/2019","79.71","81.61","81.72","78.83","42.49M","-1.59%"
"10/27/2019","80.99","78.89","83.19","76.61","61.69M","3.26%"
"10/20/2019","78.44","81.02","81.11","76.52","44.05M","-2.86%"
"10/13/2019","80.74","80.45","81.15","79.77","30.39M","0.40%"
"10/06/2019","80.42","81.08","81.47","79.22","29.99M","-0.78%"
"09/29/2019","81.05","79.35","81.16","76.80","37.78M","2.52%"
"09/22/2019","79.06","80.96","81.26","78.74","40.43M","-2.64%"
"09/15/2019","81.20","78.62","81.88","77.89","49.01M","3.09%"
"09/08/2019","78.77","82.48","82.50","75.19","54.07M","-4.57%"
"09/01/2019","82.55","82.23","83.12","81.45","27.82M","0.12%"
"08/25/2019","82.45","81.41","83.29","81.09","30.39M","1.80%"
"08/18/2019","80.99","81.61","83.20","80.55","35.80M","-0.14%"
"08/11/2019","81.11","81.27","82.76","79.04","45.16M","-0.54%"
"08/04/2019","81.55","79.95","82.10","78.34","49.70M","1.24%"
"07/28/2019","80.54","78.28","81.21","77.82","56.60M","3.73%"
"07/21/2019","77.65","77.88","79.20","77.13","37.89M","0.05%"
"07/14/2019","77.61","76.85","79.10","76.40","47.47M","2.08%"
"07/07/2019","76.02","81.06","81.53","74.98","66.07M","-6.86%"
"06/30/2019","81.62","80.41","83.02","79.99","34.32M","2.09%"
"06/23/2019","79.95","81.02","82.25","79.12","84.21M","-0.85%"
"06/16/2019","80.64","78.86","82.48","78.69","52.67M","2.16%"
"06/09/2019","78.93","78.84","80.35","77.86","42.53M","0.39%"
"06/02/2019","78.63","75.95","79.03","75.82","46.37M","4.10%"
"05/26/2019","75.53","77.60","78.13","75.09","37.87M","-2.42%"
"05/19/2019","77.40","74.72","78.13","74.61","46.33M","3.12%"
"05/12/2019","75.06","73.25","76.18","73.23","41.23M","0.67%"
"05/05/2019","74.56","74.88","76.08","73.24","45.93M","-2.25%"
"04/28/2019","76.28","73.03","76.42","72.47","51.03M","4.39%"
"04/21/2019","73.07","69.76","73.41","69.36","66.31M","4.70%"
"04/14/2019","69.79","75.62","75.80","68.87","89.03M","-7.86%"
"04/07/2019","75.74","77.20","77.54","75.61","46.60M","-2.12%"
"03/31/2019","77.38","79.84","79.95","77.34","39.91M","-2.42%"
"03/24/2019","79.30","78.26","79.59","78.01","42.42M","1.06%"
"03/17/2019","78.47","77.49","79.57","77.16","54.00M","0.89%"
"03/10/2019","77.78","76.63","78.20","76.35","49.92M","2.22%"
"03/03/2019","76.09","78.22","78.30","75.38","45.83M","-2.27%"
"02/24/2019","77.86","77.10","78.12","76.27","46.50M","1.09%"
"02/17/2019","77.02","76.08","77.10","75.15","33.13M","1.21%"
"02/10/2019","76.10","74.18","76.41","72.67","55.27M","2.95%"
"02/03/2019","73.92","72.42","74.73","72.16","49.70M","1.40%"
